x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
-4.148757615681547,-3.0558560172508638,-1.1436680662330094,-1.354957911230754,2.5596095399311136,-4.176288965198116,5.5777162452168465,-11.393334714710992,5.675587397420885,-4.080855526354762,16.64008205138325
-3.071097133997207,-2.7544575889788043,-0.8705713159304819,0.23217384031741534,-0.5914196322978915,-0.5225054462392406,4.436238805275084,-13.20723752068329,7.828693592206259,3.019469294734287,37.45395094942101
0.6110598274156955,6.51398509679101,-0.5854166516088933,0.8418698825859658,-0.7592757330405394,-0.7047446795992478,1.6297539567165162,-11.888447833368668,9.374167572109151,13.412007677581338,40.12899811130289
1.425812792262941,-3.549931629621492,-3.952101917948913,8.98012716699573,3.917259380695443,-2.5336923797615563,-2.526104810027884,4.956580948845093,6.5315980922787515,-0.4445504600934684,23.16822685298931
-5.10289862798556,1.6534743711070774,2.262910517550022,7.234141558368487,10.034226792424745,-2.7401921115276315,3.0084471063213503,2.895771842610424,1.4523939968038933,-3.5490127865164127,-16.28083682182204
4.921956970920921,10.723120360411137,-5.485842252071105,5.095010439804285,-3.4489801340164656,7.664698894996599,-4.211493160138497,4.716011423195542,-0.00669009367262261,0.7118482291780966,10.887999349568597
5.4906905454458625,2.6448666456199184,-5.503280115053465,-3.8496082133608183,-9.50376043132961,10.831095073668966,-1.421369709497707,-1.4067769884058903,1.548332740545337,-5.184969299734748,21.427237795056932
3.169865995838237,-3.7804260625743336,4.826900078537501,-2.7538618587735244,0.5845609648783042,-1.117939572136782,1.626591972911607,-4.323863159363434,0.3904900495046193,5.308368952447275,-2.2545153595167053
-1.5262651141291976,-4.690789493658535,-8.807612686953313,-1.8806238297724853,-11.285677342926022,0.6015044912261218,-6.132651124070127,13.47324986702597,-1.3266293882176121,-8.493369269677673,6.316437141829972
-5.991798773553342,-1.0753718625287303,-3.0120845700217873,15.41043439689242,6.1864862471680935,-0.14955607013871802,-3.0904255041694335,-1.6597450215474867,-8.680939788400176,-9.551332265764492,0.13583892759676686
-1.0702803578500122,-2.568630877482096,5.435194151095579,-6.757092255069507,4.362940949803765,-5.349114571165561,2.4163567447727523,-0.47238772456571876,1.0968856992443774,7.829240401634396,-15.066020229174327
2.6200405125586013,7.2401436733903335,1.3765761702785824,8.72100001682127,6.955005384385569,1.7575872580296674,-6.480385588971903,6.163481873424364,4.5481091550498425,0.9948647247323,7.240804029824682
-1.805339680844218,-5.095712231104279,-1.3202856091878696,-1.241095391793054,-5.654177629425389,1.0927353705879972,1.4745363034331116,3.129306351718604,3.0079500449327212,-5.991748423608216,3.3466445113685115
1.5448897442831269,-3.470883894421729,-4.166567581502065,5.3689417940058854,6.459952069890224,-1.6168593210286788,-2.112046463788257,2.180121803717126,-1.6715802997716114,-1.0047843003444479,8.717794948567004
-4.7362401455370735,5.359582611851316,0.06028928512871124,0.32131395028342113,2.955800689159817,0.14475908075136,3.3371691906213896,-5.636166871251795,-11.294910979745811,-0.4706245633932898,-26.486360194981597
-3.6659138569518976,-2.77360696920322,6.525498769254156,-3.0177104002379154,-5.481209248077887,3.611242533731662,-2.1200806653784503,-5.319542373166741,3.565340211213337,3.691653185755086,10.955595368597665
-7.206860196629243,-1.764676384332448,-2.976483144495836,-6.463257181853825,-6.749775105366898,4.896375531969975,0.5354309110158537,2.8445921570493353,-2.5225340838129195,-3.0562286381899026,-10.355871379003592
0.01814761508646853,6.124423529510935,-0.2548042725511587,2.1917622921842264,-3.2567286510532734,3.5365782465698743,3.940365104754828,-6.416537864684026,8.30641589239019,3.4353791891923446,20.149127182612396
